shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color_1,color_2,color_3,color_4,color_5
Carina Street VTG women's Sneakers,"3,849","6,999",https://in.puma.com/in/en/pd/carina-street-vtg-womens-sneakers/392338?swatch=03&referrer-category=womens-shoes,women,,,392338_02,Sneakers,,,,1.0,2,Puma,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,
Carina Street VTG women's Sneakers,"3,849","6,999",https://in.puma.com/in/en/pd/carina-street-vtg-womens-sneakers/392338?swatch=03&referrer-category=womens-shoes,women,,,392338_03,Sneakers,,,,1.0,2,Puma,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,
Carina Street VTG women's Sneakers,"3,849","6,999",https://in.puma.com/in/en/pd/carina-street-vtg-womens-sneakers/392338?swatch=02&referrer-category=womens-shoes,women,,,392338_02,Sneakers,,,,1.0,2,Puma,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,
Carina Street VTG women's Sneakers,"3,849","6,999",https://in.puma.com/in/en/pd/carina-street-vtg-womens-sneakers/392338?swatch=02&referrer-category=womens-shoes,women,,,392338_03,Sneakers,,,,1.0,2,Puma,PUMA White-Vivid Violet-Vapor Gray,Warm White-Frosty Pink,,,
Rider FVW Clean women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rider-fvw-clean-womens-sneakers/390646?swatch=04&referrer-category=womens-shoes,women,,,390646_03,Sneakers,,,,2.0,2,Puma,PUMA White-Alpine Snow,Vapor Gray-Glacial Gray,,,
Rider FVW Clean women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rider-fvw-clean-womens-sneakers/390646?swatch=04&referrer-category=womens-shoes,women,,,390646_04,Sneakers,,,,1.0,2,Puma,PUMA White-Alpine Snow,Vapor Gray-Glacial Gray,,,
Karmen Pop-Up Metallics women's Sneakers,"3,709","6,999",https://in.puma.com/in/en/pd/karmen-pop-up-metallics-womens-sneakers/394669?swatch=01&referrer-category=womens-shoes,women,,,394669_01,Sneakers,,,,1.0,2,Puma,PUMA Black-PUMA Black,PUMA White-PUMA White,,,
Karmen Pop-Up Metallics women's Sneakers,"3,709","6,999",https://in.puma.com/in/en/pd/karmen-pop-up-metallics-womens-sneakers/394669?swatch=01&referrer-category=womens-shoes,women,,,394669_02,Sneakers,,,,1.0,2,Puma,PUMA Black-PUMA Black,PUMA White-PUMA White,,,
Mayze Stack XPL BM Desert women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/mayze-stack-xpl-bm-desert-womens-sneakers/393061?swatch=01&referrer-category=womens-shoes,women,,,393061_01,Sneakers,,,,6.0,1,Puma,,,,,
Blktop Rider Femme women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/blktop-rider-femme-womens-sneakers/393119?swatch=03&referrer-category=womens-shoes,women,,,393119_01,Sneakers,,,,6.0,2,Puma,PUMA Black-Alpine Snow,Future Pink-Alpine Snow,,,
Blktop Rider Femme women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/blktop-rider-femme-womens-sneakers/393119?swatch=03&referrer-category=womens-shoes,women,,,393119_03,Sneakers,,,,6.0,2,Puma,PUMA Black-Alpine Snow,Future Pink-Alpine Snow,,,
Mayze Crashed PRM women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/mayze-crashed-prm-womens-sneakers/393070?swatch=04&referrer-category=womens-shoes,women,,,393070_03,Sneakers,,,,6.0,2,Puma,Warm White,PUMA White,,,
Mayze Crashed PRM women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/mayze-crashed-prm-womens-sneakers/393070?swatch=04&referrer-category=womens-shoes,women,,,393070_04,Sneakers,,,,5.0,2,Puma,Warm White,PUMA White,,,
RS 3.0 Pop women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rs-3-0-pop-womens-sneakers/393934?swatch=01&referrer-category=womens-shoes,women,,,393934_01,Sneakers,,,,6.0,2,Puma,PUMA White-Yellow Burst,PUMA White-Green Fog,,,
RS 3.0 Pop women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rs-3-0-pop-womens-sneakers/393934?swatch=01&referrer-category=womens-shoes,women,,,393934_02,Sneakers,,,,3.0,2,Puma,PUMA White-Yellow Burst,PUMA White-Green Fog,,,
Cali Dream Pastel women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/cali-dream-pastel-womens-sneakers/392733?swatch=10&referrer-category=womens-shoes,women,,,392733_10,Sneakers,,,,2.0,2,Puma,PUMA White-Sedate Gray,PUMA White-Alpine Snow,,,
Cali Dream Pastel women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/cali-dream-pastel-womens-sneakers/392733?swatch=10&referrer-category=womens-shoes,women,,,392733_11,Sneakers,,,,4.0,2,Puma,PUMA White-Sedate Gray,PUMA White-Alpine Snow,,,
Pacer Future Allure women's Sneakers,"3,499","6,999",https://in.puma.com/in/en/pd/pacer-future-allure-womens-sneakers/384636?swatch=19&referrer-category=womens-shoes,women,,,384636_19,Sneakers,,,,1.0,1,Puma,,,,,
RS-Pulsoid women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/rs-pulsoid-womens-sneakers/392497?swatch=03&referrer-category=womens-shoes,women,,,392497_01,Sneakers,,,,4.0,4,Puma,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,
RS-Pulsoid women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/rs-pulsoid-womens-sneakers/392497?swatch=03&referrer-category=womens-shoes,women,,,392497_03,Sneakers,,,,6.0,4,Puma,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,
RS-Pulsoid women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/rs-pulsoid-womens-sneakers/392497?swatch=03&referrer-category=womens-shoes,women,,,392497_08,Sneakers,,,,6.0,4,Puma,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,
RS-Pulsoid women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/rs-pulsoid-womens-sneakers/392497?swatch=03&referrer-category=womens-shoes,women,,,392497_09,Sneakers,,,,6.0,4,Puma,PUMA White-Vivid Violet-PUMA Black,PUMA White-Koral Ice,PUMA White-Silver Mist,PUMA White-Passionfruit,
BMW M Motorsport Spina Nitro women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/bmw-m-motorsport-spina-nitro-womens-sneakers/307874?swatch=01&referrer-category=womens-shoes,women,,,307874_01,Sneakers,,,,3.0,1,Puma,,,,,
Mayze Classic women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-classic-womens-sneakers/384209?swatch=02&referrer-category=womens-shoes,women,,,384209_01,Sneakers,,,,5.0,2,Puma,Puma White,Puma Black,,,
Mayze Classic women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-classic-womens-sneakers/384209?swatch=02&referrer-category=womens-shoes,women,,,384209_02,Sneakers,,,,6.0,2,Puma,Puma White,Puma Black,,,
PUMA x lemlem Slipstream Mid women's Sneakers,"9,099","12,999",https://in.puma.com/in/en/pd/puma-x-lemlem-slipstream-mid-womens-sneakers/393987?swatch=01&referrer-category=womens-shoes,women,,,393987_01,Sneakers,,,,6.0,1,Puma,,,,,
PUMA x lemlem Suede women's Sneakers,"7,199","8,999",https://in.puma.com/in/en/pd/puma-x-lemlem-suede-womens-sneakers/394009?swatch=01&referrer-category=womens-shoes,women,,,394009_01,Sneakers,,,,6.0,1,Puma,,,,,
RS 3.0 Pop women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rs-3-0-pop-womens-sneakers/393934?swatch=02&referrer-category=womens-shoes,women,,,393934_01,Sneakers,,,,6.0,2,Puma,PUMA White-Yellow Burst,PUMA White-Green Fog,,,
RS 3.0 Pop women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rs-3-0-pop-womens-sneakers/393934?swatch=02&referrer-category=womens-shoes,women,,,393934_02,Sneakers,,,,3.0,2,Puma,PUMA White-Yellow Burst,PUMA White-Green Fog,,,
Suede Classic Beach Days women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/suede-classic-beach-days-womens-sneakers/393032?swatch=02&referrer-category=womens-shoes,women,,,393032_01,Sneakers,,,,6.0,2,Puma,Frosty Pink-Flaxen,Warm White-Spring Fern,,,
Suede Classic Beach Days women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/suede-classic-beach-days-womens-sneakers/393032?swatch=02&referrer-category=womens-shoes,women,,,393032_02,Sneakers,,,,6.0,2,Puma,Frosty Pink-Flaxen,Warm White-Spring Fern,,,
Suede Classic Beach Days women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/suede-classic-beach-days-womens-sneakers/393032?swatch=01&referrer-category=womens-shoes,women,,,393032_01,Sneakers,,,,6.0,2,Puma,Frosty Pink-Flaxen,Warm White-Spring Fern,,,
Suede Classic Beach Days women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/suede-classic-beach-days-womens-sneakers/393032?swatch=01&referrer-category=womens-shoes,women,,,393032_02,Sneakers,,,,6.0,2,Puma,Frosty Pink-Flaxen,Warm White-Spring Fern,,,
PUMA x THE SMURFS Mayze women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/puma-x-the-smurfs-mayze-womens-sneakers/394874?swatch=01&referrer-category=womens-shoes,women,,,394874_01,Sneakers,,,,2.0,1,Puma,,,,,
Carina Leather SoftFoam women's Sneakers,"2,159","4,799",https://in.puma.com/in/en/pd/carina-leather-softfoam-womens-sneakers/370325?swatch=02&referrer-category=womens-shoes,women,,,370325_01,Sneakers,,,,6.0,3,Puma,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,
Carina Leather SoftFoam women's Sneakers,"2,879","4,799",https://in.puma.com/in/en/pd/carina-leather-softfoam-womens-sneakers/370325?swatch=02&referrer-category=womens-shoes,women,,,370325_02,Sneakers,,,,6.0,3,Puma,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,
Carina Leather SoftFoam women's Sneakers,"2,879","4,799",https://in.puma.com/in/en/pd/carina-leather-softfoam-womens-sneakers/370325?swatch=02&referrer-category=womens-shoes,women,,,370325_10,Sneakers,,,,6.0,3,Puma,Puma Black-Puma White-Puma Silver,Puma White-Puma White-Puma Silver,Puma White-Rosewater-Rosewater,,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=02&referrer-category=womens-shoes,women,,,385849_02,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=02&referrer-category=womens-shoes,women,,,385849_04,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=02&referrer-category=womens-shoes,women,,,385849_05,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=02&referrer-category=womens-shoes,women,,,385849_17,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Jada Renew Regent Romance women's Sneakers,"3,899","6,499",https://in.puma.com/in/en/pd/jada-renew-regent-romance-womens-sneakers/393582?swatch=02&referrer-category=womens-shoes,women,,,393582_01,Sneakers,,,,1.0,2,Puma,Frosted Ivory-PUMA White-PUMA Gold,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,,,
Jada Renew Regent Romance women's Sneakers,"3,569","6,499",https://in.puma.com/in/en/pd/jada-renew-regent-romance-womens-sneakers/393582?swatch=02&referrer-category=womens-shoes,women,,,393582_02,Sneakers,,,,6.0,2,Puma,Frosted Ivory-PUMA White-PUMA Gold,PUMA Black-Flat Dark Gray-PUMA Silver-PUMA White,,,
Muse X-2 Metallic V1 women's Sneakers,"3,849","6,999",https://in.puma.com/in/en/pd/muse-x-2-metallic-v1-womens-sneakers/394277?swatch=02&referrer-category=womens-shoes,women,,,394277_02,Sneakers,,,,6.0,1,Puma,,,,,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=05&referrer-category=womens-shoes,women,,,385849_02,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=05&referrer-category=womens-shoes,women,,,385849_04,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=05&referrer-category=womens-shoes,women,,,385849_05,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=05&referrer-category=womens-shoes,women,,,385849_17,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=04&referrer-category=womens-shoes,women,,,385849_02,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=04&referrer-category=womens-shoes,women,,,385849_04,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=04&referrer-category=womens-shoes,women,,,385849_05,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Carina 2.0 women's Sneakers,"2,999","4,999",https://in.puma.com/in/en/pd/carina-2-0-womens-sneakers/385849?swatch=04&referrer-category=womens-shoes,women,,,385849_17,Sneakers,,,,6.0,4,Puma,Puma White-Puma White-Puma Silver,Puma White-Puma White-Puma Team Gold-Puma Black,Puma Black-Puma Black-Puma Silver,Poppy Pink-PUMA Gold-Matte Puma Gold-PUMA White,
Mayze Stack women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-stack-womens-sneakers/384363?swatch=01&referrer-category=womens-shoes,women,,,384363_01,Sneakers,,,,6.0,1,Puma,,,,,
Mayze Beach Days women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-beach-days-womens-sneakers/393077?swatch=01&referrer-category=womens-shoes,women,,,393077_01,Sneakers,,,,6.0,2,Puma,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,
Mayze Beach Days women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-beach-days-womens-sneakers/393077?swatch=01&referrer-category=womens-shoes,women,,,393077_02,Sneakers,,,,4.0,2,Puma,PUMA White-Frosty Pink,PUMA White-Spring Fern,,,
RS-Pulsoid Beach Days women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/rs-pulsoid-beach-days-womens-sneakers/393124?swatch=02&referrer-category=womens-shoes,women,,,393124_01,Sneakers,,,,6.0,2,Puma,Warm White-Frosty Pink,PUMA White-Spring Fern,,,
RS-Pulsoid Beach Days women's Sneakers,"5,999","9,999",https://in.puma.com/in/en/pd/rs-pulsoid-beach-days-womens-sneakers/393124?swatch=02&referrer-category=womens-shoes,women,,,393124_02,Sneakers,,,,6.0,2,Puma,Warm White-Frosty Pink,PUMA White-Spring Fern,,,
Mayze Tomorrowland Fashion women's Sneakers,"5,399","8,999",https://in.puma.com/in/en/pd/mayze-tomorrowland-fashion-womens-sneakers/393072?swatch=01&referrer-category=womens-shoes,women,,,393072_01,Sneakers,,,,6.0,1,Puma,,,,,
Rider FV Artisan women's Sneakers,"4,459","8,999",https://in.puma.com/in/en/pd/rider-fv-artisan-womens-sneakers/389887?swatch=01&referrer-category=womens-shoes,women,,,389887_01,Sneakers,,,,5.0,1,Puma,,,,,
Mayze Classic women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-classic-womens-sneakers/384209?swatch=01&referrer-category=womens-shoes,women,,,384209_01,Sneakers,,,,5.0,2,Puma,Puma White,Puma Black,,,
Mayze Classic women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/mayze-classic-womens-sneakers/384209?swatch=01&referrer-category=womens-shoes,women,,,384209_02,Sneakers,,,,6.0,2,Puma,Puma White,Puma Black,,,
Kosmo Rider women's Sneakers,"3,599","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=10&referrer-category=womens-shoes,women,,,383113_01,Sneakers,,,,2.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
Kosmo Rider women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=10&referrer-category=womens-shoes,women,,,383113_03,Sneakers,,,,5.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
Kosmo Rider women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=10&referrer-category=womens-shoes,women,,,383113_08,Sneakers,,,,5.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
Kosmo Rider women's Sneakers,"4,399","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=10&referrer-category=womens-shoes,women,,,383113_10,Sneakers,,,,6.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
TRC MIRA Summer women's Sneakers,"4,949","8,999",https://in.puma.com/in/en/pd/trc-mira-summer-womens-sneakers/389894?swatch=02&referrer-category=womens-shoes,women,,,389894_01,Sneakers,,,,5.0,2,Puma,Minty Burst-Rose Dust,Granola-Day Dream,,,
TRC MIRA Summer women's Sneakers,"4,949","8,999",https://in.puma.com/in/en/pd/trc-mira-summer-womens-sneakers/389894?swatch=02&referrer-category=womens-shoes,women,,,389894_02,Sneakers,,,,5.0,2,Puma,Minty Burst-Rose Dust,Granola-Day Dream,,,
Carina 2.0 Pop Up Metallics women's Sneakers,"3,599","5,999",https://in.puma.com/in/en/pd/carina-2-0-pop-up-metallics-womens-sneakers/393214?swatch=02&referrer-category=womens-shoes,women,,,393214_01,Sneakers,,,,6.0,2,Puma,PUMA Black-PUMA Gold-PUMA White,PUMA White-Matte Silver-PUMA Silver,,,
Carina 2.0 Pop Up Metallics women's Sneakers,"3,599","5,999",https://in.puma.com/in/en/pd/carina-2-0-pop-up-metallics-womens-sneakers/393214?swatch=02&referrer-category=womens-shoes,women,,,393214_02,Sneakers,,,,5.0,2,Puma,PUMA Black-PUMA Gold-PUMA White,PUMA White-Matte Silver-PUMA Silver,,,
Slipstream women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/slipstream-womens-sneakers/386270?swatch=13&referrer-category=womens-shoes,women,,,386270_13,Sneakers,,,,5.0,1,Puma,,,,,
RS 3.0 Soft women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rs-3-0-soft-womens-sneakers/393141?swatch=01&referrer-category=womens-shoes,women,,,393141_01,Sneakers,,,,5.0,2,Puma,PUMA White-Feather Gray,Warm White-Feather Gray,,,
RS 3.0 Soft women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/rs-3-0-soft-womens-sneakers/393141?swatch=01&referrer-category=womens-shoes,women,,,393141_02,Sneakers,,,,2.0,2,Puma,PUMA White-Feather Gray,Warm White-Feather Gray,,,
Kosmo Rider women's Sneakers,"3,599","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=03&referrer-category=womens-shoes,women,,,383113_01,Sneakers,,,,2.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
Kosmo Rider women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=03&referrer-category=womens-shoes,women,,,383113_03,Sneakers,,,,5.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
Kosmo Rider women's Sneakers,"4,799","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=03&referrer-category=womens-shoes,women,,,383113_08,Sneakers,,,,5.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
Kosmo Rider women's Sneakers,"4,399","7,999",https://in.puma.com/in/en/pd/kosmo-rider-womens-sneakers/383113?swatch=03&referrer-category=womens-shoes,women,,,383113_10,Sneakers,,,,6.0,4,Puma,Puma White-Fizzy Lime,Puma White,Puma White-Electric Blush,Puma White-Neon Sun,
