shoe_name,category,original_price,discounted_price,color_count,review_count,website,star_count,size_count,product_code,comfort,durability,color 1,color 2,color 3,color 4,color 5,0,1,2,3,4
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black STRATA TRAIL MID WP', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 6, 'product_code': 'YL8651-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Salmon Rose', 'color 2': 'Ti Grey Steel, Sage Leaf', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey STRATA TRAIL MID WP', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 6, 'product_code': 'YL8651-033', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Salmon Rose', 'color 2': 'Ti Grey Steel, Sage Leaf', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black STRATA TRAIL MID WP', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 6, 'product_code': 'YL8651-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Salmon Rose', 'color 2': 'Ti Grey Steel, Sage Leaf', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey STRATA TRAIL MID WP', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 6, 'product_code': 'YL8651-033', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Salmon Rose', 'color 2': 'Ti Grey Steel, Sage Leaf', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black HEAVENLY OMNI HEAT Water Resistant Shoes', 'category': 'Women', 'original_price': '8,999', 'discounted_price': 'NaN', 'color_count': 1, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL1661-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women NEWTON RIDGE PLUS OMNI HEAT', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL0933-472', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Brown REDMOND V2 Water Resistant Shoes', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL0834-227', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Pebble', 'color 2': 'Ti Grey', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey REDMOND V2 Water Resistant Shoes', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL0834-033', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Pebble', 'color 2': 'Ti Grey', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Grey Crestwood Mid Water Resistant Shoes', 'category': 'Women', 'original_price': '7,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5371-055', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Graphite, Bright Plum', 'color 2': 'Graphite, Daredevil', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey Crestwood Mid Water Resistant Shoes', 'category': 'Women', 'original_price': '7,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5371-053', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Graphite, Bright Plum', 'color 2': 'Graphite, Daredevil', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black Crestwood Water Resistant Shoes', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5372-006', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Dark Grey', 'color 2': 'Ancient Fossil, Light Lichen', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Brown Crestwood Water Resistant Shoes', 'category': 'Women', 'original_price': '6,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5372-275', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Dark Grey', 'color 2': 'Ancient Fossil, Light Lichen', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Blue NEWTON RIDGE PLUS AMPED DESERT NIGHT Water Resistant Shoes', 'category': 'Women', 'original_price': '13,999', 'discounted_price': 'NaN', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL8916-466', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Grey PEAKFREAK II MID OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,499', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7573-089', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Grey, Dark Coral', 'color 2': 'Black, Ti Grey Steel', 'color 3': 'Mosstone, Blue Dusk', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Peakfreak II Mid Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,499', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7573-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Grey, Dark Coral', 'color 2': 'Black, Ti Grey Steel', 'color 3': 'Mosstone, Blue Dusk', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Green Peakfreak II Mid Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,499', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7573-302', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Grey, Dark Coral', 'color 2': 'Black, Ti Grey Steel', 'color 3': 'Mosstone, Blue Dusk', 'color 4': 'NaN', 'color 5': 'NaN'}",,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Grey PEAKFREAK II MID OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,499', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7573-089', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Grey, Dark Coral', 'color 2': 'Black, Ti Grey Steel', 'color 3': 'Mosstone, Blue Dusk', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Peakfreak II Mid Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,499', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7573-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Grey, Dark Coral', 'color 2': 'Black, Ti Grey Steel', 'color 3': 'Mosstone, Blue Dusk', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Green Peakfreak II Mid Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,499', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7573-302', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Grey, Dark Coral', 'color 2': 'Black, Ti Grey Steel', 'color 3': 'Mosstone, Blue Dusk', 'color 4': 'NaN', 'color 5': 'NaN'}",,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Grey Crestwood Mid Water Resistant Shoes', 'category': 'Women', 'original_price': '7,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5371-055', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Graphite, Bright Plum', 'color 2': 'Graphite, Daredevil', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey Crestwood Mid Water Resistant Shoes', 'category': 'Women', 'original_price': '7,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5371-053', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Graphite, Bright Plum', 'color 2': 'Graphite, Daredevil', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Grey Escape Thrive Endure (Complete Waterproof)', 'category': 'Women', 'original_price': '12,999', 'discounted_price': 'NaN', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL4980-099', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'YL5934-005', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Peach Blossom', 'color 2': 'Black, Sahara', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'YL5934-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Peach Blossom', 'color 2': 'Black, Sahara', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Grey Facet 75 Mid Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '15,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '15', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7615-088', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Steam, Frosted Purple', 'color 2': 'Shale Mauve, Graphite', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Purple Facet 75 Mid Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '15,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '15', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL7615-553', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Steam, Frosted Purple', 'color 2': 'Shale Mauve, Graphite', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'YL5934-005', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Peach Blossom', 'color 2': 'Black, Sahara', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black RED HILLS OMNI-HEAT Water Resistant Shoes', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'YL5934-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Peach Blossom', 'color 2': 'Black, Sahara', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black TRAILSTORM MID Water Resistant Shoes', 'category': 'Women', 'original_price': '8,999', 'discounted_price': '9,999', 'color_count': 3, 'review_count': '38', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 8, 'product_code': 'BL0155-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Deep Wave', 'color 2': 'Graphite, Dusty Green', 'color 3': 'Marionberry, Deep Water', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey TRAILSTORM MID Water Resistant Shoes', 'category': 'Women', 'original_price': '6,999', 'discounted_price': '9,999', 'color_count': 3, 'review_count': '38', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0155-053', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Deep Wave', 'color 2': 'Graphite, Dusty Green', 'color 3': 'Marionberry, Deep Water', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Red TRAILSTORM MID Water Resistant Shoes', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 3, 'review_count': '38', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0155-616', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Deep Wave', 'color 2': 'Graphite, Dusty Green', 'color 3': 'Marionberry, Deep Water', 'color 4': 'NaN', 'color 5': 'NaN'}",,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Brown SLOPESIDE PEAK LUXE Water Resistant Shoes', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 1, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5106-279', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Dark Stone, Sea Salt', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black TRAILSTORM PEAK MID', 'category': 'Men', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 2, 'review_count': '32', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BM5578-005', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Black', 'color 2': 'Cordovan, Black', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Brown TRAILSTORM PEAK MID', 'category': 'Men', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 2, 'review_count': '31', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 6, 'product_code': 'BM5578-231', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Black', 'color 2': 'Cordovan, Black', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black TRAILSTORM BEYOND', 'category': 'Men', 'original_price': '6,299', 'discounted_price': '6,999', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BM0354-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black COLUMBIA VENT AERO', 'category': 'Men', 'original_price': '8,099', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '30', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM0159-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'Collegiate Navy, Red Quartz', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Blue COLUMBIA VENT AERO', 'category': 'Men', 'original_price': '7,199', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '36', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM0159-468', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'Collegiate Navy, Red Quartz', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black COLUMBIA VENT AERO', 'category': 'Men', 'original_price': '8,099', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '30', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM0159-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'Collegiate Navy, Red Quartz', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Blue COLUMBIA VENT AERO', 'category': 'Men', 'original_price': '7,199', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '36', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM0159-468', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'Collegiate Navy, Red Quartz', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Orange MONTRAIL TRINITY AG', 'category': 'Men', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 0, 'review_count': '17', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BM8310-813', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black CRESTWOOD Water Resistant Shoes', 'category': 'Men', 'original_price': '8,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '59', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM5372-006', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Black', 'color 2': 'Oatmeal, Beach', 'color 3': 'Graphite, Dark Adobe', 'color 4': 'Mud, Squash', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Brown CRESTWOOD Water Resistant Shoes', 'category': 'Men', 'original_price': '8,099', 'discounted_price': '8,999', 'color_count': 4, 'review_count': '91', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM5372-241', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Black', 'color 2': 'Oatmeal, Beach', 'color 3': 'Graphite, Dark Adobe', 'color 4': 'Mud, Squash', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Grey Crestwood Water Resistant Shoes', 'category': 'Men', 'original_price': '8,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '30', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 7, 'product_code': 'BM5372-053', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Black', 'color 2': 'Oatmeal, Beach', 'color 3': 'Graphite, Dark Adobe', 'color 4': 'Mud, Squash', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Brown Crestwood Water Resistant Shoes', 'category': 'Men', 'original_price': '8,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '47', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 7, 'product_code': 'BM5372-255', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Black', 'color 2': 'Oatmeal, Beach', 'color 3': 'Graphite, Dark Adobe', 'color 4': 'Mud, Squash', 'color 5': 'NaN'}",
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black WOODBURN II CHUKKA OMNI-HEAT Water Resistant Shoes', 'category': 'Men', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 6, 'product_code': 'BM3926-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black EXPEDITIONIST BOOT Water Resistant Shoes', 'category': 'Men', 'original_price': '15,999', 'discounted_price': 'NaN', 'color_count': 1, 'review_count': '30', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM8525-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men BROWN Plateau Venture', 'category': 'Men', 'original_price': '7,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 7, 'product_code': 'BM7536-255', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Mud, Abyss', 'color 2': 'Peatmoss, Black', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Men Brown Plateau Venture', 'category': 'Men', 'original_price': '7,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 7, 'product_code': 'BM7536-213', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Mud, Abyss', 'color 2': 'Peatmoss, Black', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Men Black CRESTWOOD MID Water Resistant Shoes', 'category': 'Men', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 5, 'review_count': '60', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 0, 'product_code': 'BM5371-014', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Charcoal', 'color 2': 'Light Cloud, Sea Salt', 'color 3': 'Cordovan, Squash', 'color 4': 'Nori, Black', 'color 5': 'Collegiate Navy, Black'}","{'shoe_name': 'Columbia Men Grey CRESTWOOD MID Water Resistant Shoes', 'category': 'Men', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 5, 'review_count': '60', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM5371-020', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Charcoal', 'color 2': 'Light Cloud, Sea Salt', 'color 3': 'Cordovan, Squash', 'color 4': 'Nori, Black', 'color 5': 'Collegiate Navy, Black'}","{'shoe_name': 'Columbia Men Brown CRESTWOOD MID Water Resistant Shoes', 'category': 'Men', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 5, 'review_count': '58', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BM5371-231', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Charcoal', 'color 2': 'Light Cloud, Sea Salt', 'color 3': 'Cordovan, Squash', 'color 4': 'Nori, Black', 'color 5': 'Collegiate Navy, Black'}","{'shoe_name': 'Columbia Men Green Crestwood Mid Water Resistant Shoes', 'category': 'Men', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 5, 'review_count': '30', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 7, 'product_code': 'BM5371-384', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Charcoal', 'color 2': 'Light Cloud, Sea Salt', 'color 3': 'Cordovan, Squash', 'color 4': 'Nori, Black', 'color 5': 'Collegiate Navy, Black'}","{'shoe_name': 'Columbia Men Blue Crestwood Mid Water Resistant Shoes', 'category': 'Men', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 5, 'review_count': '30', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 7, 'product_code': 'BM5371-468', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Charcoal', 'color 2': 'Light Cloud, Sea Salt', 'color 3': 'Cordovan, Squash', 'color 4': 'Nori, Black', 'color 5': 'Collegiate Navy, Black'}"
